START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
10-07-2016 10:56,10-07-2016 10:59,Business,Unknown Location,Lahore,33.2,
10-07-2016 11:27,10-07-2016 11:50,Business,Lahore,Lahore,2.6,
10-07-2016 13:52,10-07-2016 14:08,Business,Lahore,Unknown Location,5.8,
10-07-2016 14:29,10-07-2016 15:11,Business,Unknown Location,Lahore,8.3,
10-07-2016 15:47,10-07-2016 16:02,Business,Lahore,Lahore,2.4,
10-07-2016 18:08,10-07-2016 18:27,Business,Lahore,Lahore,3.1,
10-07-2016 18:33,10-07-2016 19:01,Business,Lahore,Lahore,6.1,
10-08-2016 15:03,10-08-2016 15:03,Business,Karachi,Karachi,3.6,
10-08-2016 18:15,10-08-2016 18:18,Business,Karachi,Unknown Location,8.0,
10-09-2016 14:04,10-09-2016 14:23,Business,Unknown Location,Unknown Location,7.7,Temporary Site
10-10-2016 17:22,10-10-2016 17:28,Business,Islamabad,Islamabad,1.7,
10-10-2016 17:33,10-10-2016 18:13,Business,Islamabad,Unknown Location,9.5,
10-11-2016 01:27,10-11-2016 02:08,Business,Unknown Location,R?walpindi,17.1,Meeting
10-12-2016 19:18,10-12-2016 19:21,Business,R?walpindi,Unknown Location,18.4,
11-01-2016 11:50,11-01-2016 12:27,Business,Cary,Durham,16.5,
11-01-2016 16:29,11-01-2016 17:02,Business,Durham,Cary,12.8,
11-01-2016 17:35,11-01-2016 17:42,Business,Whitebridge,Whitebridge,1.2,
11-01-2016 19:14,11-01-2016 19:20,Business,Whitebridge,Whitebridge,1.0,
11-01-2016 19:59,11-01-2016 20:12,Business,Whitebridge,Whitebridge,4.1,
11-01-2016 20:41,11-01-2016 20:55,Business,Whitebridge,Whitebridge,4.2,Meal/Entertain
11-02-2016 15:10,11-02-2016 15:18,Business,Whitebridge,Westpark Place,1.4,
11-02-2016 15:45,11-02-2016 15:52,Business,Westpark Place,Whitebridge,1.8,
11-02-2016 16:46,11-02-2016 17:11,Business,Cary,Morrisville,8.5,Meeting
11-02-2016 17:34,11-02-2016 17:49,Business,Morrisville,Morrisville,5.0,
11-02-2016 17:53,11-02-2016 18:00,Business,Morrisville,Cary,3.8,
11-03-2016 11:28,11-03-2016 11:34,Business,Whitebridge,Hazelwood,2.5,
11-03-2016 12:43,11-03-2016 12:49,Business,Hazelwood,Whitebridge,2.4,
11-03-2016 13:42,11-03-2016 13:47,Business,Whitebridge,Westpark Place,1.4,
11-03-2016 14:13,11-03-2016 14:26,Business,Westpark Place,Whitebridge,1.8,
11-03-2016 18:51,11-03-2016 19:08,Business,Cary,Morrisville,3.1,Meal/Entertain
11-03-2016 22:46,11-03-2016 22:58,Business,Morrisville,Cary,3.1,Customer Visit
11-04-2016 10:02,11-04-2016 10:18,Business,Cary,Morrisville,7.9,Temporary Site
11-04-2016 18:14,11-04-2016 18:21,Business,San Jose,Santa Clara,3.8,
11-04-2016 21:04,11-04-2016 21:20,Business,Agnew,Cory,4.3,
11-04-2016 22:12,11-04-2016 22:25,Business,Cory,Agnew,3.9,
11-05-2016 08:34,11-05-2016 08:43,Business,Agnew,Renaissance,2.2,
11-05-2016 17:29,11-05-2016 17:40,Business,Renaissance,Agnew,2.8,
11-05-2016 19:20,11-05-2016 19:28,Business,Agnew,Agnew,2.2,
11-06-2016 10:50,11-06-2016 11:04,Business,Agnew,Renaissance,2.4,
11-06-2016 16:05,11-06-2016 16:22,Business,Renaissance,Agnew,2.8,Meeting
11-06-2016 16:27,11-06-2016 17:28,Business,Santa Clara,Berkeley,43.9,Customer Visit
11-06-2016 19:04,11-06-2016 19:12,Business,Downtown,West Berkeley,1.8,
11-06-2016 20:06,11-06-2016 20:21,Business,West Berkeley,Central,3.3,
11-07-2016 12:28,11-07-2016 12:57,Business,Berkeley,San Francisco,11.8,Between Offices
11-07-2016 19:17,11-07-2016 19:57,Business,San Francisco,Berkeley,13.2,Between Offices
11-08-2016 10:29,11-08-2016 10:57,Business,Berkeley,San Francisco,12.2,Between Offices
11-08-2016 12:16,11-08-2016 12:49,Business,San Francisco,Berkeley,11.3,Meeting
11-08-2016 13:41,11-08-2016 14:01,Business,Berkeley,Emeryville,3.6,
11-08-2016 16:21,11-08-2016 16:34,Business,Emeryville,Berkeley,3.0,
11-09-2016 13:08,11-09-2016 13:41,Business,Berkeley,San Francisco,11.4,
11-09-2016 15:58,11-09-2016 16:04,Business,NOMA,Downtown,0.9,
11-09-2016 17:31,11-09-2016 18:03,Business,Downtown,Sunnyside,6.2,
11-09-2016 18:09,11-09-2016 18:14,Business,Sunnyside,Ingleside,0.7,
11-09-2016 18:21,11-09-2016 18:35,Business,Ingleside,Potrero Flats,5.5,Meeting
11-09-2016 18:40,11-09-2016 19:17,Business,San Francisco,Oakland,12.7,Customer Visit
11-09-2016 20:52,11-09-2016 21:02,Business,Oakland,Berkeley,2.6,
11-09-2016 21:56,11-09-2016 22:02,Business,Central,Central,1.1,
11-10-2016 09:46,11-10-2016 10:15,Business,Berkeley,San Francisco,12.6,Temporary Site
11-10-2016 10:20,11-10-2016 10:31,Business,Tenderloin,SOMISSPO,1.2,
11-10-2016 14:57,11-10-2016 15:07,Business,SOMISSPO,Tenderloin,1.1,
11-10-2016 15:17,11-10-2016 15:22,Business,San Francisco,Oakland,9.9,Temporary Site
11-10-2016 15:30,11-10-2016 15:53,Business,Oakland,Berkeley,6.0,Meeting
11-10-2016 19:18,11-10-2016 19:21,Business,West Berkeley,Central,0.8,
11-11-2016 09:35,11-11-2016 10:23,Business,Berkeley,Menlo Park,45.9,Customer Visit
11-11-2016 12:58,11-11-2016 13:13,Business,Menlo Park,Palo Alto,4.0,
11-11-2016 14:20,11-11-2016 14:32,Business,Palo Alto,Menlo Park,2.5,
11-11-2016 14:39,11-11-2016 15:46,Business,Menlo Park,Berkeley,36.6,Customer Visit
11-11-2016 18:30,11-11-2016 18:43,Business,Central,College Avenue,2.9,
11-11-2016 21:08,11-11-2016 21:18,Business,College Avenue,Central,2.6,
11-12-2016 10:32,11-12-2016 10:52,Business,Central,South,2.3,
11-12-2016 10:55,11-12-2016 11:25,Business,South,Downtown,6.4,
11-12-2016 13:07,11-12-2016 13:15,Business,Downtown,Central,1.4,
11-12-2016 13:46,11-12-2016 13:50,Business,Central,West Berkeley,0.6,
11-12-2016 14:22,11-12-2016 14:53,Business,West Berkeley,South,5.9,Meeting
11-12-2016 15:14,11-12-2016 15:21,Business,South,Southwest Berkeley,0.8,
11-12-2016 15:25,11-12-2016 15:36,Business,Berkeley,Emeryville,1.3,
11-12-2016 15:40,11-12-2016 15:59,Business,Emeryville,Berkeley,3.7,Errand/Supplies
12-01-2016 07:44,12-01-2016 07:59,Business,Cary,Cary,5.5,Meeting
12-01-2016 08:37,12-01-2016 08:53,Business,Cary,Cary,5.5,Errand/Supplies
12-01-2016 18:00,12-01-2016 18:12,Business,Cary,Morrisville,2.9,Meal/Entertain
12-01-2016 20:36,12-01-2016 20:46,Business,Morrisville,Cary,2.9,Customer Visit
12-02-2016 12:12,12-02-2016 12:23,Business,Cary,Apex,5.1,Meal/Entertain
12-02-2016 13:07,12-02-2016 13:22,Business,Apex,Cary,5.3,Customer Visit
12-02-2016 20:41,12-02-2016 20:48,Business,Cary,Morrisville,3.3,Meal/Entertain
12-02-2016 22:59,12-02-2016 23:07,Business,Morrisville,Cary,3.0,Customer Visit
12-03-2016 18:35,12-03-2016 18:56,Business,Cary,Wake Co.,6.6,Errand/Supplies
12-03-2016 19:08,12-03-2016 19:15,Business,Wake Co.,Morrisville,1.8,
12-03-2016 20:31,12-03-2016 20:41,Business,Morrisville,Cary,3.0,Customer Visit
12-04-2016 18:56,12-04-2016 19:03,Business,Cary,Morrisville,2.9,Meal/Entertain
12-04-2016 20:23,12-04-2016 20:34,Business,Morrisville,Cary,3.4,Customer Visit
12-05-2016 18:04,12-05-2016 18:17,Business,Cary,Cary,4.1,
12-05-2016 19:22,12-05-2016 19:37,Business,Cary,Cary,3.8,Meal/Entertain
12-07-2016 12:03,12-07-2016 12:32,Business,Cary,Cary,6.6,Meeting
12-07-2016 12:35,12-07-2016 12:46,Business,Cary,Cary,4.0,Meeting
12-07-2016 19:53,12-07-2016 20:13,Business,Cary,Cary,7.0,Customer Visit
12-07-2016 21:13,12-07-2016 21:50,Business,Cary,Cary,6.9,Meal/Entertain
12-08-2016 14:19,12-08-2016 14:32,Business,Cary,Cary,3.4,Errand/Supplies
12-08-2016 14:53,12-08-2016 15:02,Business,Cary,Cary,3.4,Errand/Supplies
12-08-2016 19:22,12-08-2016 19:27,Business,Cary,Cary,2.0,Meeting
12-08-2016 21:26,12-08-2016 21:31,Business,Cary,Cary,2.0,Errand/Supplies
12-09-2016 12:09,12-09-2016 12:24,Business,Cary,Apex,5.1,Errand/Supplies
12-09-2016 13:15,12-09-2016 13:43,Business,Apex,Cary,8.8,Temporary Site
12-09-2016 20:11,12-09-2016 20:34,Business,Cary,Cary,5.6,Meeting
12-09-2016 22:03,12-09-2016 22:57,Business,Cary,Cary,18.9,Customer Visit
12-10-2016 12:43,12-10-2016 13:16,Business,Cary,Fuquay-Varina,15.6,Meeting
12-10-2016 14:42,12-10-2016 15:18,Business,Fuquay-Varina,Cary,15.6,Errand/Supplies
12-10-2016 18:17,12-10-2016 18:27,Business,Cary,Morrisville,3.0,Meal/Entertain
12-10-2016 22:09,12-10-2016 22:21,Business,Morrisville,Cary,3.1,Customer Visit
12-11-2016 16:06,12-11-2016 16:16,Business,Cary,Morrisville,3.0,Meal/Entertain
12-11-2016 19:05,12-11-2016 19:15,Business,Morrisville,Cary,4.8,Errand/Supplies
12-11-2016 21:48,12-11-2016 21:56,Business,Cary,Cary,2.1,Errand/Supplies
12-12-2016 13:22,12-12-2016 13:32,Business,Cary,Cary,3.1,Errand/Supplies
12-12-2016 13:36,12-12-2016 13:51,Business,Cary,Apex,4.4,Meal/Entertain
12-12-2016 14:26,12-12-2016 14:39,Business,Apex,Cary,4.7,Customer Visit
12-12-2016 17:51,12-12-2016 18:01,Business,Cary,Morrisville,3.0,Meal/Entertain
12-12-2016 20:48,12-12-2016 20:57,Business,Morrisville,Cary,3.0,Customer Visit
12-27-2025 21:39,12-27-2025 21:39,Business,Hyderabad,Madhapur,20.0,Coaching
01-01-2017 21:11,01-01-2017 21:17,Business,Fort Pierce,Fort Pierce,5.1,Meal/Entertain
01-02-2017 01:25,01-02-2017 01:37,Business,Fort Pierce,Fort Pierce,5.0,
01-02-2017 20:25,01-02-2017 20:38,Business,Fort Pierce,Fort Pierce,4.8,Errand/Supplies
01-05-2017 17:31,01-05-2017 17:45,Business,Fort Pierce,Fort Pierce,4.7,Meeting
01-06-2017 14:42,01-06-2017 15:49,Business,Fort Pierce,West Palm Beach,63.7,Customer Visit
01-06-2017 17:15,01-06-2017 17:19,Business,West Palm Beach,West Palm Beach,4.3,Meal/Entertain
01-06-2017 17:30,01-06-2017 17:35,Business,West Palm Beach,Palm Beach,7.1,Meeting
01-07-2017 13:27,01-07-2017 13:33,Business,Cary,Cary,0.8,Meeting
01-10-2017 08:05,01-10-2017 08:25,Business,Cary,Morrisville,8.3,Meeting
01-10-2017 12:17,01-10-2017 12:44,Business,Jamaica,New York,16.5,Customer Visit
01-10-2017 15:08,01-10-2017 15:51,Business,New York,Queens,10.8,Meeting
01-10-2017 18:18,01-10-2017 18:53,Business,Elmhurst,New York,7.5,Meeting
01-10-2017 19:12,01-10-2017 19:32,Business,Midtown,East Harlem,6.2,Meeting
01-11-2017 08:55,01-11-2017 09:21,Business,East Harlem,NoMad,6.4,Temporary Site
01-11-2017 11:56,01-11-2017 12:03,Business,Flatiron District,Midtown,1.6,Errand/Supplies
01-11-2017 13:32,01-11-2017 13:46,Business,Midtown,Midtown East,1.7,Meal/Entertain
01-11-2017 14:30,01-11-2017 14:43,Business,Midtown East,Midtown,1.9,Meal/Entertain
01-12-2017 12:33,01-12-2017 12:49,Business,Midtown,Hudson Square,1.9,Meal/Entertain
01-12-2017 12:53,01-12-2017 13:09,Business,Hudson Square,Lower Manhattan,4.0,Meal/Entertain
01-12-2017 14:42,01-12-2017 14:56,Business,Lower Manhattan,Hudson Square,1.8,Errand/Supplies
01-12-2017 15:13,01-12-2017 15:28,Business,Hudson Square,Hell's Kitchen,2.4,Customer Visit
01-12-2017 15:42,01-12-2017 15:54,Business,Hell's Kitchen,Midtown,2.0,Errand/Supplies
01-12-2017 16:02,01-12-2017 17:00,Business,New York,Queens County,15.1,Meeting
02-01-2017 10:35,02-01-2017 11:15,Business,Cary,Chapel Hill,19.4,Customer Visit
02-01-2017 12:10,02-01-2017 12:43,Business,Chapel Hill,Cary,23.3,Customer Visit
02-01-2017 12:56,02-01-2017 13:07,Business,Northwoods,Whitebridge,3.9,Meal/Entertain
02-02-2017 13:04,02-02-2017 13:23,Business,Whitebridge,Williamsburg Manor,8.3,Meeting
02-02-2017 13:51,02-02-2017 14:06,Business,Cary,Cary,6.0,Errand/Supplies
02-02-2017 14:38,02-02-2017 14:42,Business,Cary,Cary,1.6,Errand/Supplies
02-04-2017 08:40,02-04-2017 09:01,Business,Cary,Morrisville,5.2,Errand/Supplies
02-04-2017 09:37,02-04-2017 10:09,Business,Morrisville,Cary,9.7,Meal/Entertain
02-04-2017 10:26,02-04-2017 10:32,Business,Cary,Cary,1.6,Meal/Entertain
02-04-2017 15:59,02-04-2017 16:03,Business,Cary,Cary,1.1,Meal/Entertain
02-04-2017 16:35,02-04-2017 16:39,Business,Cary,Cary,1.6,Meal/Entertain
02-04-2017 18:04,02-04-2017 18:31,Business,Whitebridge,Macgregor Downs,9.0,Meeting
02-04-2017 20:36,02-04-2017 20:55,Business,Cary,Cary,7.7,Meeting
02-05-2017 11:47,02-05-2017 12:07,Business,Cary,Durham,10.4,Meeting
02-05-2017 13:22,02-05-2017 13:41,Business,Durham,Cary,10.4,Meeting
02-06-2017 16:20,02-06-2017 16:53,Business,Cary,Raleigh,11.4,Between Offices
02-06-2017 18:57,02-06-2017 19:21,Business,Raleigh,Cary,9.0,Errand/Supplies
02-06-2017 19:28,02-06-2017 19:37,Business,Edgehill Farms,Whitebridge,3.2,Meal/Entertain
02-07-2017 16:49,02-07-2017 17:01,Business,Cary,Apex,5.6,Errand/Supplies
02-07-2017 18:03,02-07-2017 18:17,Business,Apex,Cary,5.7,Customer Visit
02-07-2017 18:39,02-07-2017 18:53,Business,Cary,Morrisville,6.1,Temporary Site
02-07-2017 20:22,02-07-2017 20:40,Business,Morrisville,Cary,6.1,Meeting
02-08-2017 12:57,02-08-2017 13:08,Business,Whitebridge,Edgehill Farms,4.3,Meal/Entertain
02-08-2017 14:00,02-08-2017 14:10,Business,Edgehill Farms,Whitebridge,2.7,Meal/Entertain
02-09-2017 10:54,02-09-2017 11:07,Personal,Whitebridge,Northwoods,5.3,
02-09-2017 11:43,02-09-2017 11:50,Personal,Northwoods,Tanglewood,3.0,
02-09-2017 13:36,02-09-2017 13:52,Personal,Tanglewood,Preston,5.1,
02-09-2017 13:58,02-09-2017 14:02,Personal,Preston,Whitebridge,1.5,
02-09-2017 18:55,02-09-2017 19:11,Business,Cary,Morrisville,6.1,
02-09-2017 20:24,02-09-2017 20:40,Business,Morrisville,Cary,6.1,Meal/Entertain
02-11-2017 16:28,02-11-2017 17:10,Business,Cary,Raleigh,17.3,Meal/Entertain
02-11-2017 17:49,02-11-2017 18:10,Business,Eastgate,Walnut Terrace,5.7,Meal/Entertain
02-11-2017 18:24,02-11-2017 18:46,Business,Raleigh,Morrisville,13.5,Temporary Site
02-11-2017 20:36,02-11-2017 20:51,Business,Morrisville,Cary,6.1,Temporary Site
02-12-2017 08:21,02-12-2017 08:42,Business,Cary,Durham,8.5,Temporary Site
02-12-2017 10:45,02-12-2017 10:52,Business,Durham,Morrisville,2.6,Temporary Site
02-12-2017 11:14,02-12-2017 11:35,Business,Morrisville,Raleigh,17.0,Customer Visit
02-12-2017 13:02,02-12-2017 13:36,Business,Raleigh,Cary,18.0,Meeting
02-12-2017 14:49,02-12-2017 15:06,Business,Cary,Morrisville,8.4,Meeting
02-12-2017 15:33,02-12-2017 16:06,Business,Morrisville,Cary,11.5,Customer Visit
03-01-2017 18:47,03-01-2017 19:10,Business,Whitebridge,Wayne Ridge,8.0,Meal/Entertain
03-01-2017 21:27,03-01-2017 21:45,Business,Wayne Ridge,Whitebridge,8.0,Meeting
03-03-2017 09:45,03-03-2017 09:52,Personal,Whitebridge,Westpark Place,2.2,
03-03-2017 11:04,03-03-2017 11:10,Business,Westpark Place,Whitebridge,2.3,Errand/Supplies
03-03-2017 14:44,03-03-2017 14:58,Business,Whitebridge,Northwoods,5.2,Meal/Entertain
03-03-2017 15:27,03-03-2017 15:48,Business,Cary,Raleigh,7.6,Customer Visit
03-03-2017 16:02,03-03-2017 16:42,Business,Raleigh,Cary,17.3,Meeting
03-04-2017 07:47,03-04-2017 08:06,Business,Cary,Durham,9.9,Meeting
03-04-2017 09:46,03-04-2017 10:03,Business,Durham,Cary,9.9,Customer Visit
03-04-2017 11:46,03-04-2017 12:06,Business,Cary,Durham,10.4,Meeting
03-04-2017 13:03,03-04-2017 13:25,Business,Durham,Cary,10.9,Meeting
03-04-2017 13:40,03-04-2017 14:09,Business,Cary,Raleigh,15.7,Customer Visit
03-04-2017 15:56,03-04-2017 16:08,Business,Raleigh,Raleigh,4.9,Meal/Entertain
03-04-2017 16:16,03-04-2017 16:22,Business,Fayetteville Street,Depot Historic District,0.8,Errand/Supplies
03-04-2017 16:43,03-04-2017 17:12,Business,Raleigh,Cary,13.5,Meeting
03-04-2017 19:02,03-04-2017 19:08,Business,Cary,Morrisville,1.9,Temporary Site
03-04-2017 19:16,03-04-2017 19:25,Business,Morrisville,Cary,2.0,Meal/Entertain
03-05-2017 11:44,03-05-2017 11:59,Business,Cary,Morrisville,6.5,Meal/Entertain
03-05-2017 12:57,03-05-2017 13:12,Personal,Weston,Weston,4.2,
03-05-2017 14:08,03-05-2017 14:18,Personal,Morrisville,Cary,3.5,
03-05-2017 14:39,03-05-2017 15:01,Business,Whitebridge,Wayne Ridge,7.8,Meal/Entertain
03-05-2017 16:52,03-05-2017 17:13,Business,Cary,Morrisville,7.8,Meal/Entertain
03-05-2017 17:23,03-05-2017 17:34,Business,Morrisville,Cary,3.9,Meal/Entertain
03-07-2017 09:10,03-07-2017 09:20,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies
03-07-2017 09:23,03-07-2017 09:47,Business,Cary,Raleigh,12.4,Customer Visit
03-07-2017 12:10,03-07-2017 12:26,Business,Fayetteville Street,Meredith Townes,5.9,Customer Visit
03-07-2017 13:57,03-07-2017 14:18,Business,Meredith Townes,Leesville Hollow,9.4,Meeting
03-07-2017 15:19,03-07-2017 15:45,Business,Raleigh,Cary,11.9,Between Offices
03-08-2017 14:38,03-08-2017 14:55,Business,Whitebridge,Waverly Place,7.2,Between Offices
03-08-2017 15:35,03-08-2017 16:00,Business,Waverly Place,Whitebridge,7.6,Meal/Entertain
03-08-2017 16:13,03-08-2017 16:25,Personal,Whitebridge,Whitebridge,1.6,
03-10-2017 03:36,03-10-2017 03:53,Business,Cary,Morrisville,8.4,Meeting
03-10-2017 10:08,03-10-2017 10:37,Business,East Austin,West University,12.8,Meeting
03-10-2017 14:39,03-10-2017 14:55,Business,West University,South Congress,2.3,
03-10-2017 16:18,03-10-2017 16:28,Business,South Congress,Arts District,1.6,
03-11-2017 09:47,03-11-2017 09:59,Business,The Drag,Congress Ave District,2.0,Meal/Entertain
03-11-2017 10:29,03-11-2017 10:36,Business,Congress Ave District,Downtown,0.8,
03-11-2017 11:57,03-11-2017 12:04,Business,Downtown,Red River District,1.2,
03-11-2017 13:43,03-11-2017 13:51,Business,Red River District,Downtown,1.0,
03-11-2017 19:21,03-11-2017 19:35,Business,South Congress,The Drag,2.1,
03-12-2017 09:13,03-12-2017 09:22,Business,The Drag,South Congress,2.2,
03-12-2017 18:27,03-12-2017 18:37,Personal,South Congress,The Drag,1.9,
04-01-2017 13:43,04-01-2017 14:01,Business,Kissimmee,Kissimmee,11.0,Meeting
04-01-2017 14:36,04-01-2017 15:24,Business,Kissimmee,Orlando,15.5,Customer Visit
04-01-2017 16:01,04-01-2017 16:49,Business,Orlando,Kissimmee,20.3,Meeting
04-01-2017 16:52,04-01-2017 16:57,Personal,Kissimmee,Kissimmee,0.7,
04-02-2017 08:48,04-02-2017 09:04,Personal,Kissimmee,Kissimmee,5.5,
04-02-2017 11:01,04-02-2017 11:16,Personal,Kissimmee,Kissimmee,5.1,
04-02-2017 12:21,04-02-2017 14:47,Business,Kissimmee,Daytona Beach,77.3,Customer Visit
04-02-2017 16:57,04-02-2017 18:09,Business,Daytona Beach,Jacksonville,80.5,Customer Visit
04-02-2017 19:38,04-02-2017 22:36,Business,Jacksonville,Ridgeland,174.2,Customer Visit
04-02-2017 23:11,04-03-2017 01:34,Business,Ridgeland,Florence,144.0,Meeting
04-03-2017 02:00,04-03-2017 04:16,Business,Florence,Cary,159.3,Meeting
04-05-2017 21:39,04-05-2017 21:55,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain
04-06-2017 00:19,04-06-2017 00:39,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain
04-07-2017 18:20,04-07-2017 18:39,Business,Cary,Morrisville,6.1,Meal/Entertain
04-07-2017 19:45,04-07-2017 20:00,Business,Morrisville,Cary,6.1,Errand/Supplies
04-08-2017 12:30,04-08-2017 12:48,Business,Cary,Durham,10.5,Meeting
04-08-2017 13:34,04-08-2017 13:51,Business,Durham,Cary,8.7,Meal/Entertain
04-08-2017 13:55,04-08-2017 14:03,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies
04-08-2017 14:43,04-08-2017 15:20,Business,Cary,Raleigh,19.1,Meeting
04-08-2017 16:05,04-08-2017 16:47,Business,Raleigh,Cary,18.6,Meeting
04-12-2017 09:15,04-12-2017 09:26,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies
04-12-2017 09:34,04-12-2017 09:53,Business,Cary,Raleigh,8.9,Meeting
04-12-2017 10:58,04-12-2017 11:18,Business,Meredith,Cedar Hill,7.5,Customer Visit
04-12-2017 12:22,04-12-2017 12:44,Business,Raleigh,Morrisville,15.9,Meeting
04-12-2017 13:42,04-12-2017 14:01,Business,Morrisville,Cary,6.5,Meal/Entertain
05-01-2017 13:45,05-01-2017 13:53,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain
05-01-2017 14:26,05-01-2017 14:31,Business,Westpark Place,Whitebridge,2.3,
05-01-2017 17:33,05-01-2017 17:45,Business,Whitebridge,Tanglewood,6.2,Between Offices
05-01-2017 17:54,05-01-2017 18:10,Business,Tanglewood,Parkway,7.5,Meeting
05-01-2017 22:38,05-01-2017 22:49,Business,Parkway,Whitebridge,3.1,Errand/Supplies
05-02-2017 14:14,05-02-2017 14:21,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies
05-02-2017 15:37,05-02-2017 15:48,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain
05-03-2017 22:20,05-03-2017 22:28,Business,Morrisville,Cary,2.5,Meal/Entertain
05-04-2017 15:16,05-04-2017 15:37,Business,Cary,Morrisville,8.7,Meal/Entertain
05-04-2017 20:55,05-04-2017 21:14,Business,Mcvan,Capitol One,14.5,Errand/Supplies
05-04-2017 21:30,05-04-2017 21:36,Business,Capitol One,University District,4.5,Meal/Entertain
05-04-2017 22:19,05-04-2017 22:27,Business,University District,Capitol One,5.0,Meal/Entertain
05-05-2017 21:24,05-05-2017 21:36,Business,Seattle,Redmond,14.2,Meal/Entertain
05-05-2017 22:34,05-05-2017 22:40,Business,Redmond,Bellevue,2.9,Errand/Supplies
05-05-2017 23:55,05-06-2017 00:08,Business,Bellevue,Seattle,12.9,Meeting
05-06-2017 05:47,05-06-2017 06:02,Business,Capitol One,Mcvan,14.4,Meeting
05-06-2017 16:45,05-06-2017 16:59,Business,Chapel Hill,Morrisville,17.0,Meeting
05-06-2017 17:18,05-06-2017 17:44,Business,Morrisville,Cary,7.9,Customer Visit
05-09-2017 06:08,05-09-2017 06:25,Business,Cary,Morrisville,8.4,Customer Visit
05-09-2017 14:39,05-09-2017 15:06,Business,San Francisco,Palo Alto,20.5,Between Offices
05-09-2017 17:58,05-09-2017 18:26,Business,Palo Alto,Sunnyvale,9.8,Customer Visit
05-09-2017 19:35,05-09-2017 19:59,Business,Sunnyvale,Newark,17.6,Customer Visit
05-10-2017 09:03,05-10-2017 09:20,Business,Newark,Menlo Park,9.3,Customer Visit
05-10-2017 17:19,05-10-2017 17:31,Business,Menlo Park,Newark,7.9,Customer Visit
05-11-2017 08:35,05-11-2017 09:12,Business,Newark,San Francisco,25.6,Meeting
05-11-2017 21:47,05-11-2017 22:04,Business,Morrisville,Cary,8.1,Meeting
06-01-2017 10:19,06-01-2017 10:47,Business,Cary,Morrisville,6.7,Customer Visit
06-01-2017 13:10,06-01-2017 13:39,Business,Morrisville,Cary,9.6,Meeting
06-03-2017 11:29,06-03-2017 11:49,Business,Cary,Durham,10.4,Meeting
06-03-2017 13:08,06-03-2017 13:38,Business,Durham,Cary,9.9,Meeting
06-03-2017 15:31,06-03-2017 15:54,Business,Cary,Morrisville,6.0,Meal/Entertain
06-03-2017 18:14,06-03-2017 18:29,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies
06-03-2017 18:41,06-03-2017 18:53,Business,Morrisville,Cary,3.1,Errand/Supplies
06-03-2017 19:36,06-03-2017 19:42,Business,Huntington Woods,Weston,1.7,Errand/Supplies
06-03-2017 22:47,06-03-2017 23:06,Business,Morrisville,Cary,4.0,Between Offices
06-05-2017 14:03,06-05-2017 14:33,Business,Whitebridge,Savon Height,7.8,Customer Visit
06-05-2017 15:06,06-05-2017 15:22,Business,Cary,Morrisville,7.8,Customer Visit
06-05-2017 15:57,06-05-2017 16:08,Business,Weston,Weston,3.8,Meal/Entertain
06-05-2017 18:05,06-05-2017 18:14,Business,Morrisville,Cary,2.5,Meal/Entertain
06-05-2017 21:53,06-05-2017 22:05,Business,Cary,Durham,9.9,Meeting
06-05-2017 23:52,06-06-2017 00:08,Business,Durham,Cary,9.9,Meeting
06-06-2017 15:36,06-06-2017 15:45,Business,Whitebridge,Hazelwood,3.0,Errand/Supplies
06-06-2017 16:16,06-06-2017 16:24,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies
06-06-2017 20:06,06-06-2017 20:20,Business,Cary,Apex,5.7,Meal/Entertain
06-06-2017 21:08,06-06-2017 21:37,Business,Apex,Cary,7.2,Meal/Entertain
06-06-2017 21:41,06-06-2017 22:00,Business,Cary,Durham,10.4,Meeting
06-06-2017 23:34,06-06-2017 23:48,Business,Durham,Cary,9.9,Meeting
06-07-2017 21:42,06-07-2017 22:00,Business,Cary,Durham,10.4,Meeting
06-07-2017 23:41,06-08-2017 00:04,Business,Durham,Cary,9.9,Meeting
06-08-2017 08:23,06-08-2017 08:53,Business,Cary,Morrisville,8.7,Meal/Entertain
06-08-2017 12:04,06-08-2017 13:01,Business,Jamaica,New York,22.3,Errand/Supplies
06-08-2017 13:12,06-08-2017 13:29,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain
06-08-2017 14:31,06-08-2017 14:37,Business,Medical Centre,Tudor City,0.7,Errand/Supplies
06-08-2017 16:55,06-08-2017 17:11,Business,Rose Hill,Soho,2.5,Meal/Entertain
06-08-2017 17:16,06-08-2017 17:18,Business,Soho,Tribeca,0.5,Errand/Supplies
06-08-2017 17:59,06-08-2017 18:05,Business,Tribeca,Financial District,0.9,Errand/Supplies
06-08-2017 20:11,06-08-2017 20:25,Business,Financial District,Kips Bay,4.8,Errand/Supplies
